"data.name","fmethod","clust","n","k_policy","gate_rule","gate_rule_src","seed","ARI","FM","Jaccard","Purity","nfeat","kfound","k_used","stage1_n","stage2_n","ratio","total","dropped","elapsed","set"
"Zhengmix4eq","DIFS_stage1only","Refined Louvain",1000,"true","submitted","object",1,0.98076106653236,0.985567369089662,0.971545411448936,0.992739108662995,1000,4,4,1000,NA,NA,3994,0,393.22,"abl"
"Zhengmix4eq","GateOnly","Refined Louvain",100,"true","submitted","object",1,0.636579059394834,0.758717011895554,0.593273441356258,0.729093640460691,100,4,4,NA,NA,NA,3994,0,36.127,"abl"
"Zhengmix4eq","GateOnly","Refined Louvain",300,"true","submitted","object",1,0.703551506967289,0.809035050508066,0.656318448740435,0.746870305458187,300,3,4,NA,NA,NA,3994,0,33.77,"abl"
"Zhengmix4eq","GateOnly","Refined Louvain",1000,"true","submitted","object",1,0.982055173039717,0.986538290095439,0.973434197693949,0.993239859789685,1000,4,4,NA,NA,NA,3994,0,35.394,"abl"
"Zhengmix8eq","DIFS","Refined Louvain",100,"true","submitted","object",1,0.590950347981019,0.651507993293008,0.479551285077986,0.711817726589885,100,8,8,1700,1774,"1:2",3994,0,1941.463,"abl"
"Zhengmix8eq","DIFS","Refined Louvain",300,"true","submitted","object",1,0.712816122239834,0.756121011252978,0.603593607387655,0.822233350025038,300,8,8,1700,1774,"1:3",3994,0,2045.452,"abl"
"Zhengmix8eq","DIFS","Refined Louvain",1000,"true","submitted","object",1,0.738712490291205,0.776577308576464,0.631910852863169,0.831997996995493,1000,8,8,1700,1774,"1:2",3994,0,1908.626,"abl"
"Zhengmix8eq","DIFS_stage1only","Refined Louvain",100,"true","submitted","object",1,0.606235965868325,0.670240549880178,0.496416365737534,0.718327491236855,100,8,8,100,NA,NA,3994,0,414.989,"abl"
"Zhengmix8eq","DIFS_stage1only","Refined Louvain",300,"true","submitted","object",1,0.7106541568204,0.752950931143927,0.600609846654501,0.820731096644967,300,8,8,300,NA,NA,3994,0,421.451,"abl"
"Zhengmix8eq","DIFS_stage1only","Refined Louvain",1000,"true","submitted","object",1,0.737843105966748,0.776512926397779,0.631236512954943,0.832749123685528,1000,8,8,1000,NA,NA,3994,0,410.571,"abl"
"Zhengmix8eq","GateOnly","Refined Louvain",100,"true","submitted","object",1,0.318162663984676,0.41106314119457,0.258091459594905,0.477466199298948,100,7,8,NA,NA,NA,3994,0,32.872,"abl"
"Zhengmix8eq","GateOnly","Refined Louvain",300,"true","submitted","object",1,0.533802240993269,0.596835944614807,0.424603759392981,0.668502754131197,300,8,8,NA,NA,NA,3994,0,37.37,"abl"
"Zhengmix8eq","GateOnly","Refined Louvain",1000,"true","submitted","object",1,0.712706138168064,0.754998031644991,0.603008397732345,0.820480721081622,1000,8,8,NA,NA,NA,3994,0,36.405,"abl"
